season,team,win_ratio,toe,pace,optoe,lg_pace,net_rating
2015,NO        ,0.549,0.496407185628742,92.29,0.492224880382775,94.735,0.407436481923594
2015,OKC       ,0.549,0.487707261292167,96.64,0.480990783410138,94.735,0.685153768426923
2015,MIL       ,0.5,0.484597156398104,94.85,0.470100651272943,94.735,1.45141026138341
2015,BOS       ,0.488,0.482022471910112,96.74,0.482678983833718,94.735,-0.0670406539184448
2015,PHX       ,0.476,0.488649262202043,97.22,0.487593768032314,94.735,0.108318090654003
2015,IND       ,0.463,0.47893175074184,93.7,0.471990464839094,94.735,0.686545087968818
2015,UTAH      ,0.463,0.486621032980709,91.1,0.483772198407838,94.735,0.273952424751726
2015,BKN       ,0.463,0.480803307737744,93.72,0.505032563647128,94.735,-2.39696613060384
2015,MIA       ,0.451,0.484924623115578,91.49,0.496598639455782,94.735,-1.12741410773769
2015,CHA       ,0.402,0.455135773317591,93.47,0.484542211652794,94.735,-2.90137730637189
2015,DET       ,0.39,0.48,93.7,0.495255041518387,94.735,-1.50883769490984
2015,DEN       ,0.366,0.473386183465459,96.89,0.495332555425904,94.735,-2.24456006676264
2015,SAC       ,0.354,0.476190476190476,96.19,0.502575844304522,94.735,-2.67906112723921
2015,ORL       ,0.305,0.48032883147387,94.52,0.499703615886188,94.735,-1.93308135604833
2015,LAL       ,0.256,0.4679005205321,95.08,0.511890606420927,94.735,-4.41502862332798
2015,PHI       ,0.22,0.440697674418605,96.48,0.487544483985765,94.735,-4.7709718552168
2015,NY        ,0.207,0.45643153526971,92.08,0.506445672191528,94.735,-4.86124634798236
2015,MIN       ,0.195,0.458456098998232,95.46,0.528862973760933,94.735,-7.09456934063168
2016,GS        ,0.89,0.54804469273743,100.27,0.470071389346513,96.5606666666667,8.09686117640096
2016,SA        ,0.817,0.520597014925373,94.54,0.461265523358959,96.5606666666667,5.8089897329024
2016,CLE       ,0.695,0.517322372284204,93.84,0.481393975191967,96.5606666666667,3.49160885018975
2016,TOR       ,0.683,0.498480243161094,93.36,0.482575310100414,96.5606666666667,1.53777371449916
2016,OKC       ,0.671,0.518327605956472,97.55,0.48074745186863,96.5606666666667,3.79651897384272
2016,LAC       ,0.646,0.511558980438648,96.83,0.472463768115942,96.5606666666667,3.92042592484966
2016,MIA       ,0.585,0.498496692723993,94.16,0.480046948356808,96.5606666666667,1.79910515283741
2016,BOS       ,0.585,0.486864169927334,99.44,0.474226804123711,96.5606666666667,1.3014198212304
2016,CHA       ,0.585,0.493294460641399,96.27,0.484240687679083,96.5606666666667,0.902651931858579
2016,ATL       ,0.585,0.500287191269385,97.69,0.464527027027027,96.5606666666667,3.61784002268279
2016,IND       ,0.549,0.487341772151899,97.38,0.472965281730222,96.5606666666667,1.44984773364884
2016,DET       ,0.537,0.491594202898551,95.78,0.490467937608319,96.5606666666667,0.111715974239075
2016,POR       ,0.537,0.504022988505747,97.09,0.4965075669383,96.5606666666667,0.75566201557232
2016,DAL       ,0.512,0.490719257540603,95.38,0.496523754345307,96.5606666666667,-0.573352405637202
2016,CHI       ,0.512,0.480248306997743,96.63,0.487626546681665,96.5606666666667,-0.738353747202855
2016,MEM       ,0.512,0.470484061393152,93.97,0.497861942577886,96.5606666666667,-2.66433485159188
2016,HOU       ,0.5,0.498841251448436,98.44,0.502866972477064,96.5606666666667,-0.410407251460081
2016,WSH       ,0.5,0.495755517826825,99.16,0.498269896193772,96.5606666666667,-0.258206335429626
2016,UTAH      ,0.488,0.494182486221678,91.7,0.48261134838316,96.5606666666667,1.09886704019446
2016,ORL       ,0.427,0.490395480225989,96.7,0.494232987312572,96.5606666666667,-0.38430444619198
2016,MIL       ,0.402,0.483529411764706,95.06,0.497655334114889,96.5606666666667,-1.3906388853381
2016,DEN       ,0.402,0.478485370051635,96.36,0.504651162790698,96.5606666666667,-2.6111416536092
2016,SAC       ,0.402,0.493273542600897,100.68,0.509760178471835,96.5606666666667,-1.71899651979003
2016,NY        ,0.39,0.476805637110981,94.15,0.489748096074985,96.5606666666667,-1.26193465054201
2016,NO        ,0.366,0.488584474885845,97.65,0.510787172011662,96.5606666666667,-2.24531732141043
2016,MIN       ,0.354,0.483273596176822,96.22,0.514450867052023,96.5606666666667,-3.10672772586337
2016,PHX       ,0.28,0.470124013528749,99.39,0.510787172011662,96.5606666666667,-4.18546335804442
2016,BKN       ,0.256,0.475071633237822,96.13,0.525678015002885,96.5606666666667,-5.03806741089418
2016,LAL       ,0.207,0.450606585788562,96.55,0.524926686217009,96.5606666666667,-7.43118905872639
2016,PHI       ,0.122,0.463414634146341,98.45,0.505214368482039,96.5606666666667,-4.26175997681885
2017,GS        ,0.817,0.550757150869321,100.38,0.471420794774088,96.9806666666667,8.21172270573467
2017,SA        ,0.744,0.519219396806623,94.89,0.478159580663949,96.9806666666667,4.01746666391762
2017,HOU       ,0.671,0.53490990990991,100.56,0.505747126436782,96.9806666666667,3.02391147313669
2017,BOS       ,0.646,0.512055109070034,97.21,0.495117748420448,96.9806666666667,1.69774129766032
2017,UTAH      ,0.622,0.512254901960784,92.11,0.480952380952381,96.9806666666667,2.97304123510944
2017,TOR       ,0.622,0.512338425381904,95.42,0.494415049970606,96.9806666666667,1.76349425151343
2017,CLE       ,0.622,0.530588907947398,96.75,0.513165266106443,96.9806666666667,1.73822000410302
2017,LAC       ,0.622,0.524368761009982,96.78,0.498269896193772,96.9806666666667,2.6044862586834
2017,WSH       ,0.598,0.517474633596392,97.97,0.512923607122344,96.9806666666667,0.459745306964145
2017,OKC       ,0.573,0.494064443188242,98.21,0.501149425287356,96.9806666666667,-0.717479179995346
2017,MEM       ,0.524,0.486390532544379,92.87,0.491368680641184,96.9806666666667,-0.476714204635585
2017,ATL       ,0.524,0.492762015055009,97.79,0.498030388294879,96.9806666666667,-0.531233942634871
2017,IND       ,0.512,0.501726121979287,96.59,0.501450957632037,96.9806666666667,0.027405590427802
2017,MIL       ,0.512,0.511545293072824,95,0.504694835680751,96.9806666666667,0.671054834551495
2017,CHI       ,0.5,0.485681557846506,96.04,0.496890898812889,96.9806666666667,-1.11006156527215
2017,POR       ,0.5,0.50998288648032,97.4,0.502866972477064,96.9806666666667,0.714668240319787
2017,MIA       ,0.5,0.511343804537522,95.53,0.487463556851312,96.9806666666667,2.35230395899901
2017,DEN       ,0.488,0.521592821088054,99.2,0.526875699888018,96.9806666666667,-0.540377371046221
2017,DET       ,0.451,0.495469988674972,95.54,0.501750291715286,96.9806666666667,-0.618700791709288
2017,CHA       ,0.439,0.496223126089483,95.95,0.513314447592068,96.9806666666667,-1.69096826670576
2017,NO        ,0.415,0.48993288590604,98.59,0.503329633740289,96.9806666666667,-1.36190584616027
2017,DAL       ,0.402,0.492298578199052,93.12,0.515731030228254,96.9806666666667,-2.24996384120473
2017,SAC       ,0.39,0.497069167643611,95.45,0.516451233842538,96.9806666666667,-1.90761548901941
2017,MIN       ,0.378,0.504088785046729,95.49,0.524426133019423,96.9806666666667,-2.00247474539177
2017,NY        ,0.378,0.491601343784994,96.66,0.511174785100286,96.9806666666667,-1.95087217129475
2017,ORL       ,0.354,0.479706877113867,96.92,0.517478510028653,96.9806666666667,-3.77480047098847
2017,PHI       ,0.341,0.486348122866894,99.09,0.501422879908936,96.9806666666667,-1.54026336035623
2017,LAL       ,0.317,0.488008923591746,99.27,0.528676888131743,96.9806666666667,-4.16279757465636
2017,PHX       ,0.293,0.484461709211987,100.88,0.512457531143828,96.9806666666667,-2.91214590861836
2017,BKN       ,0.244,0.484831460674157,101.76,0.511245200219419,96.9806666666667,-2.77154429693113
2018,HOU       ,0.793,0.536768963520556,98.1,0.505376344086022,98.1176666666667,3.13869670075844
2018,TOR       ,0.72,0.53393665158371,98.11,0.489155251141553,98.1176666666667,4.47779013366275
2018,GS        ,0.707,0.543161434977579,100.43,0.494553376906318,98.1176666666667,4.97536013435912
2018,BOS       ,0.671,0.507196315486471,96.82,0.483352468427095,98.1176666666667,2.35284974736668
2018,PHI       ,0.634,0.520224719101124,100.9,0.478865406006674,98.1176666666667,4.25321436292134
2018,CLE       ,0.61,0.530588907947398,98.79,0.529444444444444,98.1176666666667,0.1152305729415
2018,POR       ,0.598,0.506841505131129,97.2,0.49684089603676,98.1176666666667,0.990707623811486
2018,IND       ,0.585,0.515651678998292,96.9,0.510565391205026,98.1176666666667,0.502316559200233
2018,OKC       ,0.585,0.515375854214123,97.43,0.507188039102933,98.1176666666667,0.813043005795695
2018,NO        ,0.585,0.525274725274725,101.6,0.506172839506173,98.1176666666667,1.97798384329522
2018,UTAH      ,0.585,0.511709601873536,96.72,0.488953488372093,98.1176666666667,2.24319571860276
2018,SA        ,0.573,0.501740139211137,95.76,0.495078170237406,98.1176666666667,0.650188870768587
2018,MIN       ,0.573,0.517836593785961,96.84,0.524110218140069,98.1176666666667,-0.619193059814386
2018,DEN       ,0.561,0.522203485103991,97.81,0.522054718034617,98.1176666666667,0.0148300581839828
2018,MIA       ,0.537,0.506575185820469,96.18,0.493325594892629,98.1176666666667,1.29879327417043
2018,MIL       ,0.537,0.514886164623468,97.16,0.511291256514186,98.1176666666667,0.355982040506903
2018,WSH       ,0.524,0.510820045558087,97.72,0.510121457489879,98.1176666666667,0.0695756720929822
2018,LAC       ,0.512,0.516924842226047,99.62,0.511797752808989,98.1176666666667,0.520559309122735
2018,DET       ,0.476,0.505394662123793,96.81,0.507963594994312,98.1176666666667,-0.253469532698719
2018,CHA       ,0.439,0.502569960022844,98.74,0.516574585635359,98.1176666666667,-1.40934530952265
2018,LAL       ,0.427,0.505530973451327,100.97,0.506024096385542,98.1176666666667,-0.0507458283091946
2018,NY        ,0.354,0.499442586399108,97.71,0.515759312320917,98.1176666666667,-1.62489319608083
2018,BKN       ,0.341,0.499439461883408,99.74,0.51505016722408,98.1176666666667,-1.58688216258572
2018,SAC       ,0.329,0.490651558073654,95.59,0.530285035629454,98.1176666666667,-3.86124563319435
2018,CHI       ,0.329,0.483853311439518,98.74,0.5304396843292,98.1176666666667,-4.68818574207885
2018,ORL       ,0.305,0.494097807757167,98.63,0.516310461192351,98.1176666666667,-2.23286395074507
2018,DAL       ,0.293,0.501996577296064,96.61,0.522527794031597,98.1176666666667,-2.0215736025995
2018,ATL       ,0.293,0.495195025438101,98.85,0.521592821088054,98.1176666666667,-2.65948242416202
2018,MEM       ,0.268,0.482476635514019,95.78,0.511754068716094,98.1176666666667,-2.85798943998681
2018,PHX       ,0.256,0.479710950528071,101.27,0.52734375,98.1176666666667,-4.91631503927824
